,GMIS.Region,Old.Region,GMIS.Division,Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
5299,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Master Teacher I,82,0,82,100
5300,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Master Teacher II,48,0,48,100
5301,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Medical Officer III,1,0,1,100
5302,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Nurse II,8,0,8,100
5303,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Planning Officer III,1,0,1,100
5304,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Project Development Officer I,6,0,6,100
5305,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Project Development Officer II,2,0,2,100
5306,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Public Schools District Supervisor,10,0,10,100
5307,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Registrar I,1,0,1,100
5308,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,School Librarian III,1,0,1,100
5309,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,School Principal I,10,1,11,90.91
5310,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,School Principal II,25,0,25,100
5311,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,School Principal III,8,0,8,100
5312,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,School Principal IV,5,0,5,100
5313,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Schools Division Superintendent,1,0,1,100
5314,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Security Guard I,3,0,3,100
5315,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Security Guard II,1,0,1,100
5316,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Senior Education Program Specialist,4,0,4,100
5317,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Special Education Teacher I,18,0,18,100
5318,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Special Education Teacher II,6,0,6,100
5319,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Special Education Teacher III,5,0,5,100
5320,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Special Science Teacher I,9,0,9,100
5321,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Teacher I,179,0,179,100
5322,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Teacher II,286,6,292,97.95
5323,Region IVB - MIMAROPA,MIMAROPA,Division of Calapan City,Calapan City,Teacher III,719,5,724,99.31
5324,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Accountant III,1,0,1,100
5325,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Aide I,22,5,27,81.48
5326,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Aide IV,4,5,9,44.44
5327,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Aide VI,8,0,8,100
5328,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Assistant I,1,0,1,100
5329,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Assistant II,47,13,60,78.33
5330,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Assistant III,41,6,47,87.23
5331,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Officer I,2,0,2,100
5332,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Officer II,57,1,58,98.28
5333,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Officer IV,5,0,5,100
5334,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Administrative Officer V,2,0,2,100
5335,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Assistant School Principal II,1,2,3,33.33
5336,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Assistant Schools Division Superintendent,1,0,1,100
5337,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Attorney III,1,0,1,100
5338,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Chief Education Supervisor,2,0,2,100
5339,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Dental Aide,2,0,2,100
5340,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Dentist II,3,0,3,100
5341,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Education Program Specialist II,4,1,5,80
5342,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Education Program Supervisor,11,0,11,100
5343,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Engineer III,1,0,1,100
5344,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Guidance Counselor I,2,3,5,40
5345,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Guidance Counselor III,1,1,2,50
5346,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Head Teacher I,24,5,29,82.76
5347,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Head Teacher II,6,3,9,66.67
5348,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Head Teacher III,39,5,44,88.64
5349,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Head Teacher V,1,2,3,33.33
5350,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Head Teacher VI,1,1,2,50
5351,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Information Technology Officer I,1,0,1,100
5352,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Librarian II,1,0,1,100
5353,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Master Teacher I,138,8,146,94.52
5354,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Master Teacher II,51,5,56,91.07
5355,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Master Teacher III,1,2,3,33.33
5356,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Medical Officer III,1,0,1,100
5357,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Nurse II,14,0,14,100
5358,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Planning Officer III,1,0,1,100
5359,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Project Development Officer I,5,0,5,100
5360,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Project Development Officer II,1,1,2,50
5361,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Public Schools District Supervisor,10,0,10,100
5362,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Registrar I,1,0,1,100
5363,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,School Principal I,72,2,74,97.3
5364,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,School Principal II,38,0,38,100
5365,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,School Principal III,3,0,3,100
5366,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,School Principal IV,1,0,1,100
5367,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Security Guard I,3,0,3,100
5368,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Security Guard II,1,0,1,100
5369,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Senior Education Program Specialist,4,0,4,100
5370,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Special Education Teacher I,25,6,31,80.65
5371,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Special Education Teacher II,1,0,1,100
5372,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Special Education Teacher III,8,0,8,100
5373,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Special Science Teacher I,6,3,9,66.67
5374,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Teacher I,839,35,874,96
5375,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Teacher II,880,21,901,97.67
5376,Region IVB - MIMAROPA,MIMAROPA,Division of Marinduque,Marinduque,Teacher III,787,11,798,98.62
5377,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Accountant III,1,0,1,100
5378,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Aide I,36,2,38,94.74
5379,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Aide II,2,0,2,100
5380,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Aide III,11,4,15,73.33
5381,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Aide IV,16,11,27,59.26
5382,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Aide VI,13,1,14,92.86
5383,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Assistant I,1,0,1,100
5384,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Assistant II,84,7,91,92.31
5385,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Assistant III,58,15,73,79.45
5386,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Officer I,6,1,7,85.71
5387,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Officer II,226,5,231,97.84
5388,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Officer IV,7,0,7,100
5389,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Administrative Officer V,2,0,2,100
5390,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Assistant Schools Division Superintendent,1,1,2,50
5391,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Attorney III,1,0,1,100
5392,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Chief Education Supervisor,2,0,2,100
5393,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Dental Aide,4,0,4,100
5394,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Dentist II,2,0,2,100
5395,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Education Program Specialist II,6,0,6,100
5396,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Education Program Supervisor,11,1,12,91.67
5397,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Engineer III,1,0,1,100
5398,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Farm Worker I,1,0,1,100
5399,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Guidance Counselor I,3,7,10,30
5400,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Guidance Counselor II,2,20,22,9.09
5401,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Head Teacher I,71,4,75,94.67
5402,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Head Teacher II,30,3,33,90.91
5403,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Head Teacher III,103,5,108,95.37
5404,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Head Teacher IV,10,1,11,90.91
5405,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Head Teacher V,12,2,14,85.71
5406,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Head Teacher VI,25,1,26,96.15
5407,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Information Technology Officer I,1,0,1,100
5408,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Instructor I,2,0,2,100
5409,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Instructor II,1,0,1,100
5410,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Librarian I,1,0,1,100
5411,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Librarian II,1,0,1,100
5412,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Master Teacher I,315,11,326,96.63
5413,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Master Teacher II,119,3,122,97.54
5414,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Medical Officer III,1,0,1,100
5415,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Nurse II,20,0,20,100
5416,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Planning Officer III,1,0,1,100
5417,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Project Development Officer I,11,0,11,100
5418,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Project Development Officer II,2,0,2,100
5419,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Public Schools District Supervisor,10,0,10,100
5420,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Registrar I,8,0,8,100
5421,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Librarian I,4,0,4,100
5422,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Librarian II,1,0,1,100
5423,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Librarian III,1,1,2,50
5424,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Principal I,25,23,48,52.08
5425,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Principal II,48,3,51,94.12
5426,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Principal III,28,0,28,100
5427,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,School Principal IV,18,0,18,100
5428,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Security Guard I,20,0,20,100
5429,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Security Guard II,2,0,2,100
5430,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Senior Education Program Specialist,4,0,4,100
5431,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Special Education Teacher I,21,5,26,80.77
5432,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Special Education Teacher II,5,0,5,100
5433,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Special Science Teacher I,3,0,3,100
5434,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Teacher I,945,70,1015,93.1
5435,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Teacher II,778,54,832,93.51
5436,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Teacher III,3257,39,3296,98.82
5437,Region IVB - MIMAROPA,MIMAROPA,Division of Occidental Mindoro,Occidental Mindoro,Watchman I,5,1,6,83.33
5438,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Accountant III,1,0,1,100
5439,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Aide I,26,26,52,50
5440,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Aide III,4,3,7,57.14
5441,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Aide IV,4,6,10,40
5442,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Aide VI,7,1,8,87.5
5443,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Assistant I,1,0,1,100
5444,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Assistant II,135,12,147,91.84
5445,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Assistant III,94,5,99,94.95
5446,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Officer I,3,0,3,100
5447,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Officer II,235,3,238,98.74
5448,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Officer IV,4,0,4,100
5449,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Administrative Officer V,2,0,2,100
5450,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Assistant School Principal II,4,2,6,66.67
5451,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Assistant Schools Division Superintendent,1,0,1,100
5452,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Attorney III,1,0,1,100
5453,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Chief Education Supervisor,2,0,2,100
5454,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Communications Equipment Operator III,2,0,2,100
5455,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Dentist II,2,0,2,100
5456,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Education Program Specialist II,5,0,5,100
5457,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Education Program Supervisor,11,1,12,91.67
5458,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Engineer III,1,0,1,100
5459,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Guidance Counselor I,7,10,17,41.18
5460,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Guidance Counselor II,2,29,31,6.45
5461,Region IVB - MIMAROPA,MIMAROPA,Division of Oriental Mindoro,Oriental Mindoro,Guidance Counselor III,1,1,2,50
